accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000028412-24-000178,2024-02-15,2024-02-09,2024-02-15T16:39:11.000Z,34,8-K,001-10706,24644396,5.02,149563,1,1,cma-20240209.htm,8-K
0000028412-24-000174,2024-02-14,2024-02-12,2024-02-14T16:20:28.000Z,,4,,,,14765,0,0,xslF345X05/wk-form4_1707945599.xml,FORM 4
0001104659-24-020650,2024-02-13,,2024-02-13T17:02:42.000Z,34,SC 13G/A,005-37875,24628009,,13136,0,0,tv0650-comericainc.htm,SCHEDULE 13G/A
0001959173-24-000876,2024-02-12,,2024-02-12T12:35:46.000Z,33,144,001-10706,24618593,,8678,0,0,xsl144X01/primary_doc.xml,
0000028412-24-000172,2024-02-12,,2024-02-09T18:16:36.000Z,33,S-3ASR,333-277000,24616754,,4715431,0,0,a2024wksiuniversalshelf.htm,S-3ASR
0000028412-24-000157,2024-01-31,2024-01-29,2024-01-31T12:26:21.000Z,,4,,,,4681,0,0,xslF345X05/wk-form4_1706721967.xml,FORM 4
0000028412-24-000154,2024-01-30,2024-01-26,2024-01-30T17:22:50.000Z,,4,,,,4767,0,0,xslF345X05/wk-form4_1706653358.xml,FORM 4
0000028412-24-000152,2024-01-30,2024-01-26,2024-01-30T17:21:32.000Z,,3,,,,440163,0,0,xslF345X02/wk-form3_1706653279.xml,FORM 3
0001193125-24-019498,2024-01-30,2024-01-30,2024-01-30T16:55:57.000Z,34,8-K,001-10706,24578944,"8.01,9.01",491637,1,1,d760311d8k.htm,8-K
0000028412-24-000145,2024-01-29,2024-01-26,2024-01-29T18:22:27.000Z,,4,,,,4795,0,0,xslF345X05/wk-form4_1706570530.xml,FORM 4
0000028412-24-000142,2024-01-29,2024-01-26,2024-01-29T18:20:14.000Z,,4,,,,4789,0,0,xslF345X05/wk-form4_1706570405.xml,FORM 4
0000028412-24-000140,2024-01-29,2024-01-26,2024-01-29T18:19:08.000Z,,4,,,,4786,0,0,xslF345X05/wk-form4_1706570339.xml,FORM 4
0000028412-24-000138,2024-01-29,2024-01-26,2024-01-29T18:17:58.000Z,,4,,,,4913,0,0,xslF345X05/wk-form4_1706570269.xml,FORM 4
0000028412-24-000136,2024-01-29,2024-01-26,2024-01-29T18:16:09.000Z,,4,,,,4777,0,0,xslF345X05/wk-form4_1706570159.xml,FORM 4
0000028412-24-000134,2024-01-29,2024-01-26,2024-01-29T18:15:02.000Z,,4,,,,4819,0,0,xslF345X05/wk-form4_1706570085.xml,FORM 4
0000028412-24-000132,2024-01-29,2024-01-26,2024-01-29T18:13:47.000Z,,4,,,,4853,0,0,xslF345X05/wk-form4_1706570014.xml,FORM 4
0000028412-24-000130,2024-01-29,2024-01-26,2024-01-29T18:12:04.000Z,,4,,,,4755,0,0,xslF345X05/wk-form4_1706569914.xml,FORM 4
