accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001415889-23-003564,2023-02-28,2023-02-24,2023-02-28T19:41:01.000Z,,4,,,,13207,0,0,xslF345X03/form4-03012023_120343.xml,
0001415889-23-003563,2023-02-28,2023-02-24,2023-02-28T19:38:21.000Z,,4,,,,13949,0,0,xslF345X03/form4-03012023_120352.xml,
0001415889-23-003562,2023-02-28,2023-02-24,2023-02-28T19:35:36.000Z,,4,,,,8743,0,0,xslF345X03/form4-03012023_120310.xml,
0001415889-23-003561,2023-02-28,2023-02-24,2023-02-28T19:34:34.000Z,,4,,,,8944,0,0,xslF345X03/form4-03012023_120301.xml,
0001415889-23-003560,2023-02-28,2023-02-24,2023-02-28T19:33:11.000Z,,4,,,,9583,0,0,xslF345X03/form4-03012023_120353.xml,
0001415889-23-003559,2023-02-28,2023-02-24,2023-02-28T19:32:03.000Z,,4,,,,10874,0,0,xslF345X03/form4-03012023_120309.xml,
0000947484-23-000018,2023-02-24,2023-02-24,2023-02-24T13:21:08.000Z,34,8-K,001-16209,23665424,8.01,236029,1,1,acgl-20230224.htm,8-K
0000947484-23-000016,2023-02-24,2022-12-31,2023-02-24T13:16:34.000Z,34,13F-HR,028-20964,23665363,,5052,0,0,xslForm13F_X02/primary_doc.xml,
0000947484-23-000015,2023-02-24,2022-12-31,2023-02-24T13:13:42.000Z,34,10-K,001-16209,23665351,,41454106,1,1,acgl-20221231.htm,10-K
0001415889-23-002962,2023-02-21,2023-02-16,2023-02-21T20:31:23.000Z,,4,,,,14848,0,0,xslF345X03/form4-02222023_010201.xml,
0001415889-23-002748,2023-02-17,2023-02-15,2023-02-17T15:37:45.000Z,,4,,,,10961,0,0,xslF345X03/form4-02172023_080233.xml,
0001567619-23-002680,2023-02-14,,2023-02-14T08:59:52.000Z,34,SC 13G/A,005-45257,23623120,,113352,0,0,doc1.htm,NONE
0001415889-23-002362,2023-02-13,2022-12-31,2023-02-13T18:06:44.000Z,,5,,,,9457,0,0,xslF345X03/form5-02132023_110234.xml,
0001415889-23-002359,2023-02-13,2022-12-31,2023-02-13T18:05:17.000Z,,5,,,,6878,0,0,xslF345X03/form5-02132023_110205.xml,
0000947484-23-000005,2023-02-13,2023-02-13,2023-02-13T16:12:20.000Z,34,8-K,001-16209,23618549,"2.02,9.01",4146618,1,1,acgl-20230213.htm,8-K
0001422849-23-000007,2023-02-13,,2023-02-13T14:49:25.000Z,34,SC 13G/A,005-45257,23617340,,18547,0,0,SEC13G_Filing.htm,SEC SCHEDULE 13G
0001193125-23-031569,2023-02-10,,2023-02-10T09:03:00.000Z,34,SC 13G/A,005-45257,23608760,,110816,0,0,d459020dsc13ga.htm,SC 13G/A
0001104659-23-015340,2023-02-09,,2023-02-09T11:07:39.000Z,34,SC 13G/A,005-45257,23602448,,13312,0,0,tv0295-archcapitalgroupltd.htm,SCHEDULE 13G/A
0001306550-23-007035,2023-02-03,,2023-02-03T12:10:01.000Z,34,SC 13G,005-45257,23584679,,13873,0,0,bmg0450a1053_020323.txt,
0000947484-22-000084,2022-12-19,2022-12-19,2022-12-19T16:49:04.000Z,34,8-K,001-16209,221471717,8.01,222649,1,1,acgl-20221219.htm,8-K
0001415889-22-011529,2022-11-17,2022-11-15,2022-11-17T21:53:20.000Z,,4,,,,5173,0,0,xslF345X03/form4-11182022_021109.xml,
0001415889-22-011376,2022-11-14,2022-11-09,2022-11-14T19:12:08.000Z,,4,,,,17850,0,0,xslF345X03/form4-11152022_121155.xml,
0001415889-22-011375,2022-11-14,2022-11-10,2022-11-14T19:11:13.000Z,,4,,,,5157,0,0,xslF345X03/form4-11152022_121154.xml,
0001104659-22-116913,2022-11-10,,2022-11-10T11:21:21.000Z,34,SC 13G/A,005-45257,221375741,,13311,0,0,tv0002-archcapitalgroupltd.htm,SCHEDULE 13G/A
0001415889-22-011198,2022-11-08,2022-11-04,2022-11-08T17:48:15.000Z,,4,,,,5195,0,0,xslF345X03/form4-11082022_101106.xml,
0001415889-22-011097,2022-11-04,2022-11-02,2022-11-04T19:20:19.000Z,,4,,,,20598,0,0,xslF345X03/form4-11042022_041108.xml,
0001415889-22-011094,2022-11-04,2022-11-02,2022-11-04T18:01:14.000Z,,4,,,,9808,0,0,xslF345X03/form4-11042022_031106.xml,
0000947484-22-000081,2022-11-04,2022-11-03,2022-11-04T12:30:32.000Z,34,8-K,001-16209,221361246,8.01,233428,1,1,acgl-20221103.htm,8-K
0000947484-22-000079,2022-11-03,2022-09-30,2022-11-03T14:54:25.000Z,34,13F-HR,028-20964,221357542,,5087,0,0,xslForm13F_X02/primary_doc.xml,
0000947484-22-000077,2022-11-03,2022-09-30,2022-11-03T14:47:53.000Z,34,10-Q,001-16209,221357522,,20306861,1,1,acgl-20220930.htm,10-Q
0001415889-22-011023,2022-11-02,2022-10-31,2022-11-02T18:15:10.000Z,,4,,,,16691,0,0,xslF345X03/form4-11022022_031157.xml,
0001415889-22-010949,2022-11-01,2022-10-28,2022-11-01T18:43:25.000Z,,4,,,,15257,0,0,xslF345X03/form4-11012022_031113.xml,
0001415889-22-010947,2022-11-01,2022-10-28,2022-11-01T18:39:52.000Z,,4,,,,6500,0,0,xslF345X03/form4-11012022_031141.xml,
0000947484-22-000073,2022-10-26,2022-10-26,2022-10-26T16:53:41.000Z,34,8-K,001-16209,221333844,"2.02,9.01",4156497,1,1,acgl-20221026.htm,8-K
0000947484-22-000064,2022-10-20,2022-10-18,2022-10-20T11:14:02.000Z,34,8-K,001-16209,221320397,"2.02,9.01",244075,1,1,acgl-20221018.htm,8-K
0001415889-22-008936,2022-08-22,2022-08-19,2022-08-22T17:12:33.000Z,,4,,,,5196,0,0,xslF345X03/form4-08222022_020821.xml,
0001415889-22-008917,2022-08-19,2022-08-17,2022-08-19T18:25:54.000Z,,4,,,,8876,0,0,xslF345X03/form4-08192022_030842.xml,
0001415889-22-008642,2022-08-15,2022-08-11,2022-08-15T19:21:48.000Z,,4,,,,12894,0,0,xslF345X03/form4-08152022_040802.xml,
0001415889-22-008576,2022-08-12,2022-08-10,2022-08-12T19:00:51.000Z,,4,,,,11034,0,0,xslF345X03/form4-08122022_040836.xml,
0000947484-22-000061,2022-08-03,2022-06-30,2022-08-03T15:38:58.000Z,34,13F-HR,028-20964,221132338,,5087,0,0,xslForm13F_X02/primary_doc.xml,
0000947484-22-000060,2022-08-03,2022-06-30,2022-08-03T15:37:57.000Z,34,10-Q,001-16209,221132333,,20290012,1,1,acgl-20220630.htm,10-Q
0000947484-22-000049,2022-07-27,2022-07-27,2022-07-27T16:14:52.000Z,34,8-K,001-16209,221111172,"2.02,9.01",4467828,1,1,acgl-20220727.htm,8-K
0001179110-22-003262,2022-06-07,2022-06-03,2022-06-07T18:42:24.000Z,,4,,,,10753,0,0,xslF345X03/edgar.xml,FORM 4 -
0000947484-22-000044,2022-05-27,,2022-05-27T16:26:25.000Z,33,S-8,333-265285,22977987,,142934,0,0,s-852722.htm,S-8
0001179110-22-002944,2022-05-10,2022-05-06,2022-05-10T16:47:31.000Z,,4,,,,12047,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002893,2022-05-06,2022-05-04,2022-05-06T16:08:15.000Z,,4,,,,6407,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002891,2022-05-06,2022-05-04,2022-05-06T16:06:42.000Z,,4,,,,4869,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002889,2022-05-06,2022-05-04,2022-05-06T16:04:28.000Z,,4,,,,7916,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002885,2022-05-06,2022-05-04,2022-05-06T16:02:12.000Z,,4,,,,12242,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002882,2022-05-06,2022-05-04,2022-05-06T16:00:13.000Z,,4,,,,4881,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002878,2022-05-06,2022-05-04,2022-05-06T15:54:55.000Z,,4,,,,6409,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002876,2022-05-06,2022-05-04,2022-05-06T15:52:30.000Z,,4,,,,4887,0,0,xslF345X03/edgar.xml,FORM 4 -
0001179110-22-002873,2022-05-06,2022-05-04,2022-05-06T15:50:03.000Z,,4,,,,4881,0,0,xslF345X03/edgar.xml,FORM 4 -
