accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001092787-06-000101,2006-03-22,2006-03-20,2006-03-22T16:51:32.000Z,,4,,,,21403,0,0,xslF345X02/all621.xml,
0001092787-06-000099,2006-03-17,2006-03-15,2006-03-17T13:52:54.000Z,,4,,,,32872,0,0,xslF345X02/hac619.xml,
0001092787-06-000097,2006-03-15,2006-03-10,2006-03-15T16:44:17.000Z,,4,,,,22982,0,0,xslF345X02/wil617.xml,
0001193125-06-054700,2006-03-15,2006-04-25,2006-03-15T12:42:45.000Z,34,DEF 14A,001-10853,06687398,,782122,0,0,ddef14a.htm,DEFINITIVE PROXY STATEMENT
0001092787-06-000095,2006-03-13,2006-03-10,2006-03-13T17:14:27.000Z,,4,,,,23888,0,0,xslF345X02/ves616.xml,
0001092787-06-000093,2006-03-10,2006-03-09,2006-03-10T16:50:53.000Z,,4,,,,19409,0,0,xslF345X02/hel615.xml,
0001193125-06-051066,2006-03-10,2005-12-31,2006-03-10T16:24:23.000Z,34,10-K,001-10853,06679641,,3052496,0,0,d10k.htm,FORM 10-K
0000092230-06-000031,2006-03-03,,2006-03-03T16:48:07.000Z,,CORRESP,,,,120672,0,0,filename1.htm,
0001193125-06-044929,2006-03-03,2006-04-25,2006-03-03T14:23:28.000Z,34,PRE 14A,001-10853,06663132,,782075,0,0,dpre14a.htm,BB&T PRELIMINARY PROXY STATEMENT
0000092230-06-000029,2006-02-28,2006-02-28,2006-02-28T12:00:44.000Z,34,8-K,001-10853,06649501,8.01,23675,0,0,accel8k.htm,
0000950144-06-001509,2006-02-24,,2006-02-24T17:25:18.000Z,33,S-4,333-132044,06644221,,1051170,0,0,g99706sv4.htm,BB&T/MAIN STREET BANK FORM S-4
0000092230-06-000027,2006-02-24,2006-02-23,2006-02-24T16:56:46.000Z,34,8-K,001-10853,06643592,"1.01,9.01",237624,0,0,mdf8k.htm,
0001092787-06-000091,2006-02-22,2006-02-21,2006-02-22T16:43:21.000Z,,4,,,,23095,0,0,xslF345X02/wil603.xml,
0001092787-06-000090,2006-02-22,2006-02-21,2006-02-22T16:43:15.000Z,,4,,,,23230,0,0,xslF345X02/wig601.xml,
0001092787-06-000089,2006-02-22,2006-02-21,2006-02-22T16:43:11.000Z,,4,,,,21962,0,0,xslF345X02/ves605.xml,
0001092787-06-000088,2006-02-22,2006-02-21,2006-02-22T16:43:08.000Z,,4,,,,12585,0,0,xslF345X02/sas607.xml,
0001092787-06-000087,2006-02-22,2006-02-21,2006-02-22T16:43:04.000Z,,4,,,,30557,0,0,xslF345X02/qub610.xml,
0001092787-06-000086,2006-02-22,2006-02-21,2006-02-22T16:42:59.000Z,,4,,,,12293,0,0,xslF345X02/oli604.xml,
0001092787-06-000085,2006-02-22,2006-02-21,2006-02-22T16:42:58.000Z,,4,,,,18224,0,0,xslF345X02/mor611.xml,
0001092787-06-000084,2006-02-22,2006-02-21,2006-02-22T16:42:52.000Z,,4,,,,30526,0,0,xslF345X02/mcc612.xml,
0001092787-06-000083,2006-02-22,2006-02-21,2006-02-22T16:42:48.000Z,,4,,,,32973,0,0,xslF345X02/may608.xml,
0001092787-06-000082,2006-02-22,2006-02-21,2006-02-22T16:42:46.000Z,,4,,,,20591,0,0,xslF345X02/kin599.xml,
