accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001225208-23-004919,2023-04-20,2023-04-19,2023-04-20T18:22:50.000Z,,4,,,,6675,0,0,xslF345X04/doc4.xml,
0001281761-23-000024,2023-04-19,2023-04-19,2023-04-19T16:48:16.000Z,34,8-K,001-34034,23830518,5.07,263798,1,1,rf-20230419.htm,8-K
0001281761-23-000022,2023-04-18,2023-04-18,2023-04-18T16:35:17.000Z,34,8-K,001-34034,23827273,"2.02,7.01,9.01",3117816,1,1,rf-20230418.htm,8-K
0001225208-23-004876,2023-04-18,2023-04-14,2023-04-18T13:26:50.000Z,,4,,,,5632,0,0,xslF345X04/doc4.xml,
0001225208-23-004875,2023-04-18,2023-04-14,2023-04-18T13:26:48.000Z,,4,,,,5648,0,0,xslF345X04/doc4.xml,
0001225208-23-004874,2023-04-18,2023-04-14,2023-04-18T13:26:44.000Z,,4,,,,5735,0,0,xslF345X04/doc4.xml,
0001225208-23-004873,2023-04-18,2023-04-14,2023-04-18T13:26:40.000Z,,4,,,,5643,0,0,xslF345X04/doc4.xml,
0001225208-23-004872,2023-04-18,2023-04-14,2023-04-18T13:26:36.000Z,,4,,,,5637,0,0,xslF345X04/doc4.xml,
0001225208-23-004871,2023-04-18,2023-04-14,2023-04-18T13:26:34.000Z,,4,,,,5652,0,0,xslF345X04/doc4.xml,
0001225208-23-004870,2023-04-18,2023-04-14,2023-04-18T13:26:32.000Z,,4,,,,5645,0,0,xslF345X04/doc4.xml,
0001225208-23-004585,2023-04-04,2023-04-03,2023-04-04T16:31:29.000Z,,4,,,,5587,0,0,xslF345X04/doc4.xml,
0001225208-23-004584,2023-04-04,2023-04-01,2023-04-04T16:31:20.000Z,,4,,,,13579,0,0,xslF345X04/doc4.xml,
0001225208-23-004583,2023-04-04,2023-04-01,2023-04-04T16:31:09.000Z,,4,,,,14322,0,0,xslF345X04/doc4.xml,
0001225208-23-004582,2023-04-04,2023-04-01,2023-04-04T16:31:06.000Z,,4,,,,13544,0,0,xslF345X04/doc4.xml,
0001225208-23-004576,2023-04-04,2023-04-01,2023-04-04T16:30:08.000Z,,4,,,,12377,0,0,xslF345X04/doc4.xml,
0001225208-23-004581,2023-04-04,2023-04-01,2023-04-04T16:30:06.000Z,,4,,,,13524,0,0,xslF345X04/doc4.xml,
0001225208-23-004575,2023-04-04,2023-04-01,2023-04-04T16:30:05.000Z,,4,,,,11894,0,0,xslF345X04/doc4.xml,
0001225208-23-004580,2023-04-04,2023-04-01,2023-04-04T16:30:02.000Z,,4,,,,12395,0,0,xslF345X04/doc4.xml,
0001225208-23-004579,2023-04-04,2023-04-01,2023-04-04T16:29:59.000Z,,4,,,,12400,0,0,xslF345X04/doc4.xml,
0001225208-23-004578,2023-04-04,2023-04-01,2023-04-04T16:29:56.000Z,,4,,,,13528,0,0,xslF345X04/doc4.xml,
0001225208-23-004577,2023-04-04,2023-04-01,2023-04-04T16:29:52.000Z,,4,,,,12394,0,0,xslF345X04/doc4.xml,
0001281761-23-000020,2023-03-06,2022-12-31,2023-03-06T17:22:34.000Z,34,ARS,001-34034,23710007,,7046249,0,0,a2023rfcars.pdf,ARS
0001281761-23-000019,2023-03-06,,2023-03-06T17:19:22.000Z,34,DEFA14A,001-34034,23709979,,1337251,0,0,sch14adefaddmaterials-prox.htm,DEFA14A
0001281761-23-000018,2023-03-06,,2023-03-06T17:16:48.000Z,34,DEF 14A,001-34034,23709945,,17400678,1,1,rf-20230306.htm,DEF 14A
0001281761-23-000012,2023-02-24,2022-12-31,2023-02-24T12:39:55.000Z,34,10-K,001-34034,23665106,,39446401,1,1,rf-20221231.htm,10-K
0001281761-23-000006,2023-02-23,2023-02-22,2023-02-22T17:31:35.000Z,34,8-K,001-34034,23654771,"7.01,9.01",15251389,1,1,rf-20230222.htm,8-K
0001225208-23-001805,2023-02-13,2022-12-31,2023-02-13T17:55:39.000Z,,5,,,,6898,0,0,xslF345X03/doc5.xml,
0001225208-23-001804,2023-02-13,2022-12-31,2023-02-13T17:55:16.000Z,,5,,,,5760,0,0,xslF345X03/doc5.xml,
0001225208-23-001803,2023-02-13,2022-12-31,2023-02-13T17:55:03.000Z,,5,,,,4365,0,0,xslF345X03/doc5.xml,
0001104659-23-016831,2023-02-09,,2023-02-09T11:30:24.000Z,34,SC 13G/A,005-83626,23604116,,13049,0,0,tv01775-regionsfinancialcorp.htm,SCHEDULE 13G/A
0001281761-23-000004,2023-02-06,2022-12-31,2023-02-03T18:10:16.000Z,34,13F-HR,028-10938,23587765,,872525,0,0,xslForm13F_X02/primary_doc.xml,
0000093751-23-000152,2023-02-03,,2023-02-03T12:43:30.000Z,34,SC 13G/A,005-83626,23584875,,8773,0,0,Regions_Financial_Corp.txt,
0001225208-23-001090,2023-01-30,2023-01-27,2023-01-30T17:47:14.000Z,,4,,,,5853,0,0,xslF345X03/doc4.xml,
0001225208-23-001009,2023-01-27,2023-01-25,2023-01-27T18:09:20.000Z,,4,,,,5854,0,0,xslF345X03/doc4.xml,
0001225208-23-001008,2023-01-27,2023-01-25,2023-01-27T18:09:12.000Z,,4,,,,9280,0,0,xslF345X03/doc4.xml,
0001306550-23-002156,2023-01-23,,2023-01-23T15:52:33.000Z,34,SC 13G/A,005-83626,23544264,,13724,0,0,us7591ep1005_012323.txt,
0001281761-23-000003,2023-01-20,2023-01-20,2023-01-20T06:03:58.000Z,34,8-K,001-34034,23538818,"2.02,7.01,9.01",11191564,1,1,rf-20230120.htm,8-K
0001225208-23-000753,2023-01-18,2023-01-13,2023-01-18T18:17:24.000Z,,4,,,,5817,0,0,xslF345X03/doc4.xml,
0001225208-23-000752,2023-01-18,2023-01-13,2023-01-18T18:17:19.000Z,,4,,,,5833,0,0,xslF345X03/doc4.xml,
0001225208-23-000751,2023-01-18,2023-01-13,2023-01-18T18:17:15.000Z,,4,,,,5920,0,0,xslF345X03/doc4.xml,
0001225208-23-000750,2023-01-18,2023-01-13,2023-01-18T18:17:12.000Z,,4,,,,5828,0,0,xslF345X03/doc4.xml,
0001225208-23-000749,2023-01-18,2023-01-13,2023-01-18T18:17:09.000Z,,4,,,,5809,0,0,xslF345X03/doc4.xml,
0001225208-23-000748,2023-01-18,2023-01-13,2023-01-18T18:17:08.000Z,,4,,,,5605,0,0,xslF345X03/doc4.xml,
0001225208-23-000747,2023-01-18,2023-01-13,2023-01-18T18:17:01.000Z,,4,,,,5837,0,0,xslF345X03/doc4.xml,
0001225208-23-000746,2023-01-18,2023-01-13,2023-01-18T18:16:39.000Z,,4,,,,5613,0,0,xslF345X03/doc4.xml,
0001281761-22-000061,2022-11-03,2022-09-30,2022-11-03T14:55:23.000Z,34,13F-HR,028-10938,221357548,,864520,0,0,xslForm13F_X02/primary_doc.xml,
0001281761-22-000060,2022-11-03,2022-09-30,2022-11-03T09:29:43.000Z,34,10-Q,001-34034,221356525,,25697207,1,1,rf-20220930.htm,10-Q
0001281761-22-000055,2022-11-01,2022-11-01,2022-11-01T16:43:38.000Z,34,8-K,001-34034,221351080,"7.01,9.01",3042680,1,1,rf-20221101.htm,8-K
0001281761-22-000053,2022-10-31,2022-10-31,2022-10-31T17:25:42.000Z,34,8-K,001-34034,221347238,"7.01,9.01",15274772,1,1,rf-20221031.htm,8-K
0001281761-22-000051,2022-10-21,2022-10-21,2022-10-21T06:03:47.000Z,34,8-K,001-34034,221322132,"2.02,7.01,9.01",10902760,1,1,rf-20221021.htm,8-K
0001225208-22-011019,2022-10-18,2022-10-14,2022-10-18T16:28:34.000Z,,4,,,,5818,0,0,xslF345X03/doc4.xml,
0001225208-22-011018,2022-10-18,2022-10-14,2022-10-18T16:28:25.000Z,,4,,,,5834,0,0,xslF345X03/doc4.xml,
0001225208-22-011017,2022-10-18,2022-10-14,2022-10-18T16:28:17.000Z,,4,,,,5921,0,0,xslF345X03/doc4.xml,
