accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001225208-24-005109,2024-04-18,2024-04-16,2024-04-18T17:21:27.000Z,,4,,,,6341,0,0,xslF345X05/doc4.xml,
0001225208-24-005107,2024-04-18,2024-04-16,2024-04-18T17:21:22.000Z,,4,,,,6342,0,0,xslF345X05/doc4.xml,
0001225208-24-005106,2024-04-18,2024-04-16,2024-04-18T17:21:21.000Z,,4,,,,11356,0,0,xslF345X05/doc4.xml,
0001225208-24-005108,2024-04-18,2024-04-16,2024-04-18T17:21:20.000Z,,4,,,,6351,0,0,xslF345X05/doc4.xml,
0001225208-24-005105,2024-04-18,2024-04-16,2024-04-18T17:21:16.000Z,,4,,,,7402,0,0,xslF345X05/doc4.xml,
0001225208-24-005104,2024-04-18,2024-04-16,2024-04-18T17:21:11.000Z,,4,,,,7540,0,0,xslF345X05/doc4.xml,
0001225208-24-005103,2024-04-18,2024-04-16,2024-04-18T17:21:06.000Z,,4,,,,8314,0,0,xslF345X05/doc4.xml,
0001225208-24-005102,2024-04-18,2024-04-16,2024-04-18T17:21:01.000Z,,4,,,,6382,0,0,xslF345X05/doc4.xml,
0000049196-24-000030,2024-04-17,2024-04-17,2024-04-17T09:00:24.000Z,34,8-K,001-34073,24849458,"7.01,9.01",3169707,1,1,hban-20240417.htm,8-K
0001225208-24-005059,2024-04-15,2024-04-11,2024-04-15T17:14:18.000Z,,4,,,,4816,0,0,xslF345X05/doc4.xml,
0001225208-24-004623,2024-03-28,2024-03-26,2024-03-28T18:33:02.000Z,,4,,,,5647,0,0,xslF345X05/doc4.xml,
0001225208-24-004622,2024-03-28,2024-03-26,2024-03-28T18:28:35.000Z,,4,,,,6419,0,0,xslF345X05/doc4.xml,
0001225208-24-004621,2024-03-28,2024-03-26,2024-03-28T18:23:16.000Z,,4,,,,4620,0,0,xslF345X05/doc4.xml,
0001225208-24-004620,2024-03-28,2024-03-26,2024-03-28T18:22:05.000Z,,4,,,,5679,0,0,xslF345X05/doc4.xml,
0001225208-24-004619,2024-03-28,2024-03-26,2024-03-28T18:17:47.000Z,,4,,,,4665,0,0,xslF345X05/doc4.xml,
0001225208-24-004618,2024-03-28,2024-03-26,2024-03-28T18:17:46.000Z,,4,,,,6391,0,0,xslF345X05/doc4.xml,
0001225208-24-004615,2024-03-28,2024-03-26,2024-03-28T18:05:01.000Z,,4,,,,9459,0,0,xslF345X05/doc4.xml,
0001225208-24-004614,2024-03-28,2024-03-26,2024-03-28T18:02:50.000Z,,4,,,,4630,0,0,xslF345X05/doc4.xml,
0001225208-24-004613,2024-03-28,2024-03-26,2024-03-28T18:01:49.000Z,,4,,,,4659,0,0,xslF345X05/doc4.xml,
0001225208-24-004612,2024-03-28,2024-03-26,2024-03-28T18:01:07.000Z,,4,,,,4628,0,0,xslF345X05/doc4.xml,
0001225208-24-004611,2024-03-28,2024-03-26,2024-03-28T17:55:20.000Z,,4,,,,4621,0,0,xslF345X05/doc4.xml,
0000049196-24-000027,2024-03-28,2024-03-28,2024-03-28T16:05:58.000Z,34,8-K,001-34073,24798822,"7.01,8.01",285645,1,1,hban-20240328.htm,8-K
0001225208-24-004119,2024-03-12,2024-03-08,2024-03-12T17:20:46.000Z,,4,,,,5745,0,0,xslF345X05/doc4.xml,
0001969223-24-000237,2024-03-08,,2024-03-08T16:31:24.000Z,33,144,001-34073,24734920,,4407,0,0,xsl144X01/primary_doc.xml,
0001308179-24-000075,2024-03-07,2023-12-31,2024-03-07T16:07:02.000Z,34,ARS/A,001-34073,24730093,,21861233,0,0,lhban2023_ars.pdf,HUNTINGTON BANCSHARES INC /MD/ - ARS/A
0001308179-24-000071,2024-03-07,,2024-03-07T09:08:05.000Z,34,DEFA14A,001-34073,24728329,,820809,0,0,lhban2024_defa14a.htm,HUNTINGTON BANCSHARES INC /MD/ - DEFA14A
0001308179-24-000070,2024-03-07,2024-04-17,2024-03-07T09:06:52.000Z,34,DEF 14A,001-34073,24728324,,17049879,1,1,lhban2024_def14a.htm,HUNTINGTON BANCSHARES INC /MD/ - DEF 14A
0000049196-24-000023,2024-03-06,2024-03-06,2024-03-06T06:30:37.000Z,34,8-K,001-34073,24724319,"7.01,9.01",3715930,1,1,hban-20240306.htm,8-K
0001225208-24-003679,2024-03-05,2024-03-01,2024-03-05T17:22:04.000Z,,4,,,,7614,0,0,xslF345X05/doc4.xml,
0001225208-24-003678,2024-03-05,2024-03-01,2024-03-05T17:21:55.000Z,,4,,,,6364,0,0,xslF345X05/doc4.xml,
0001225208-24-003677,2024-03-05,2024-03-01,2024-03-05T17:21:48.000Z,,4,,,,6422,0,0,xslF345X05/doc4.xml,
0001225208-24-003676,2024-03-05,2024-03-01,2024-03-05T17:21:45.000Z,,4,,,,6936,0,0,xslF345X05/doc4.xml,
0001225208-24-003675,2024-03-05,2024-03-01,2024-03-05T17:21:41.000Z,,4,,,,6323,0,0,xslF345X05/doc4.xml,
0001225208-24-003669,2024-03-05,2024-03-01,2024-03-05T17:19:45.000Z,,4,,,,5050,0,0,xslF345X05/doc4.xml,
0001225208-24-003672,2024-03-05,2024-03-01,2024-03-05T17:19:39.000Z,,4,,,,10251,0,0,xslF345X05/doc4.xml,
0001225208-24-003671,2024-03-05,2024-03-01,2024-03-05T17:19:34.000Z,,4,,,,4924,0,0,xslF345X05/doc4.xml,
0001225208-24-003660,2024-03-05,2024-03-01,2024-03-05T17:17:29.000Z,,4,,,,5952,0,0,xslF345X05/doc4.xml,
0001225208-24-003659,2024-03-05,2024-03-01,2024-03-05T17:17:12.000Z,,4,,,,6544,0,0,xslF345X05/doc4.xml,
0001225208-24-003658,2024-03-05,2024-03-01,2024-03-05T17:15:51.000Z,,4,,,,4717,0,0,xslF345X05/doc4.xml,
0001225208-24-003657,2024-03-05,2024-03-01,2024-03-05T17:14:30.000Z,,4,,,,4719,0,0,xslF345X05/doc4.xml,
0001225208-24-003656,2024-03-05,2024-03-01,2024-03-05T17:12:37.000Z,,4,,,,4711,0,0,xslF345X05/doc4.xml,
0001225208-24-003655,2024-03-05,2024-03-01,2024-03-05T17:12:23.000Z,,3,,,,3045,0,0,xslF345X02/doc3.xml,
0001225208-24-003654,2024-03-05,2024-03-01,2024-03-05T17:10:40.000Z,,3,,,,7143,0,0,xslF345X02/doc3.xml,
0001225208-24-003653,2024-03-05,2024-03-01,2024-03-05T17:10:30.000Z,,3,,,,7118,0,0,xslF345X02/doc3.xml,
0001225208-24-003407,2024-03-01,2024-02-28,2024-03-01T17:18:00.000Z,,4,,,,14846,0,0,xslF345X05/doc4.xml,
0001225208-24-003406,2024-03-01,2024-02-28,2024-03-01T17:15:49.000Z,,4,,,,6064,0,0,xslF345X05/doc4.xml,
0001225208-24-003169,2024-02-28,2024-02-23,2024-02-28T06:02:32.000Z,,4,,,,5995,0,0,xslF345X05/doc4.xml,
0001225208-24-002735,2024-02-22,2024-02-20,2024-02-22T17:13:10.000Z,,4,,,,6609,0,0,xslF345X05/doc4.xml,
0001959173-24-001156,2024-02-20,,2024-02-20T12:00:41.000Z,33,144,001-34073,24651669,,6665,0,0,xsl144X01/primary_doc.xml,
0000049196-24-000020,2024-02-16,2023-12-31,2024-02-16T14:05:33.000Z,34,10-K,001-34073,24647407,,34041061,1,1,hban-20231231.htm,10-K
0000080255-24-000661,2024-02-14,,2024-02-14T10:02:59.000Z,34,SC 13G,005-33300,,,6809,0,0,hban13gdec23.txt,
0001104659-24-021150,2024-02-13,,2024-02-13T17:06:19.000Z,34,SC 13G/A,005-33300,24628600,,13218,0,0,tv01148-huntingtonbancshares.htm,SCHEDULE 13G/A
0000049196-24-000014,2024-02-12,,2024-02-12T15:18:10.000Z,,SC 13G,,,,7144,0,0,HBANFormSC13G2022SCI.txt,HBAN FORM SC13G
0000049196-24-000012,2024-02-12,2023-12-31,2024-02-12T13:40:29.000Z,34,13F-NT,028-16777,24618955,,3234,0,0,xslForm13F_X02/primary_doc.xml,
0001193125-24-022916,2024-02-02,2024-02-02,2024-02-02T17:00:40.000Z,34,8-K,001-34073,24592493,"8.01,9.01",474746,1,1,d766072d8k.htm,8-K
0001225208-24-001383,2024-02-01,2024-01-30,2024-02-01T17:23:52.000Z,,4,,,,6875,0,0,xslF345X05/doc4.xml,
0001193125-24-019515,2024-01-30,,2024-01-30T17:06:26.000Z,33,424B2,333-263546,24579101,,540306,0,0,d673093d424b2.htm,424B2
0002007317-24-000033,2024-01-30,,2024-01-30T11:51:56.000Z,33,144,001-34073,24576675,,6163,0,0,xsl144X01/primary_doc.xml,
0000093751-24-000329,2024-01-29,,2024-01-29T11:21:05.000Z,34,SC 13G/A,005-33300,24571672,,8855,0,0,Huntington_Bancsh_Inc.txt,
0001193125-24-016807,2024-01-26,,2024-01-26T16:52:56.000Z,34,FWP,333-263546,24568641,,23479,0,0,d718990dfwp.htm,FWP
0001193125-24-016191,2024-01-26,,2024-01-26T08:49:38.000Z,33,424B3,333-263546,24564334,,522325,0,0,d673093d424b3.htm,424B3
0001225208-24-001124,2024-01-25,2024-01-23,2024-01-25T17:19:13.000Z,,4,,,,7948,0,0,xslF345X05/doc4.xml,
0001225208-24-001123,2024-01-25,2024-01-23,2024-01-25T17:18:13.000Z,,4,,,,5768,0,0,xslF345X05/doc4.xml,
0001225208-24-001122,2024-01-25,2024-01-23,2024-01-25T17:18:08.000Z,,4,,,,5744,0,0,xslF345X05/doc4.xml,
0001225208-24-001121,2024-01-25,2024-01-23,2024-01-25T17:18:03.000Z,,4,,,,5728,0,0,xslF345X05/doc4.xml,
0001225208-24-001120,2024-01-25,2024-01-23,2024-01-25T17:16:58.000Z,,4,,,,5756,0,0,xslF345X05/doc4.xml,
0001225208-24-001119,2024-01-25,2024-01-23,2024-01-25T17:16:58.000Z,,4,,,,5744,0,0,xslF345X05/doc4.xml,
0001225208-24-001118,2024-01-25,2024-01-23,2024-01-25T17:16:52.000Z,,4,,,,5778,0,0,xslF345X05/doc4.xml,
0001086364-24-002767,2024-01-24,,2024-01-24T17:23:57.000Z,34,SC 13G/A,005-33300,24557844,,14091,0,0,us4461501045_012424.txt,
